#
# Full target list for orbit 23, sector 8
# Created Fri Mar  1 17:06:06 EST 2019 
# Concatenation of GI astero exo bright DDT ppas lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
396849256	1	4	11.75	134.1571	  7.2057
396849305	1	4	 8.59	134.1503	  7.4135
398185934	2	2	15.04	139.7998	-29.6738
398186140	2	2	13.60	139.7084	-29.4813
398186550	2	2	14.03	139.7071	-29.0975
398187450	2	3	 9.01	139.7956	-28.1402
398188042	2	3	 9.51	139.8099	-27.4435
398188319	2	3	 9.56	139.7645	-27.1088
398215952	2	3	 9.98	139.7075	-25.1822
398216134	2	3	 9.92	139.7596	-24.9362
398216471	2	3	 7.91	139.7024	-24.4577
398217154	2	3	 9.17	139.8531	-24.2563
398217401	2	3	10.55	139.8499	-24.5996
398217467	2	3	 8.34	139.8773	-24.6675
398219193	2	3	10.24	139.9081	-26.9911
398219550	2	3	 8.92	139.9182	-27.4112
398221405	2	2	14.48	139.8914	-29.4361
400082245	3	1	 8.33	133.5844	-48.8800
400084545	3	1	 8.26	133.6203	-49.4048
400133505	3	1	 8.82	133.6114	-50.1217
400136515	3	1	 8.02	133.6497	-50.8244
400136687	3	1	 9.23	133.7408	-50.8640
400217280	3	4	 8.36	133.9006	-53.3524
400223969	3	1	10.51	133.8732	-51.4641
400289743	3	1	12.89	133.8957	-49.5443
400391630	3	1	 9.65	134.0447	-49.4906
400391709	3	1	10.81	133.9809	-49.5067
400400805	3	1	 7.31	133.9590	-51.5878
400453875	3	4	10.40	134.1805	-52.9611
400518623	3	1	 8.88	134.2393	-51.8215
400521604	3	1	 7.38	134.2871	-51.0704
400522682	3	1	 8.88	134.1251	-50.8180
400524027	3	1	 8.35	134.1304	-50.5207
400524200	3	1	 9.32	134.2332	-50.4843
400524629	3	1	10.26	134.1273	-50.3757
400525177	3	1	11.66	134.1427	-50.2587
400527618	3	1	 5.34	134.2439	-49.6810
400592185	3	1	 8.89	134.3356	-48.2049
400593789	3	1	12.92	134.3360	-48.6301
400595308	3	1	13.31	134.4391	-48.9923
400598180	3	1	 9.69	134.4671	-49.6973
400680081	3	1	 8.28	134.4021	-51.1343
400682342	3	1	 8.53	134.3426	-51.6699
400851344	3	1	 4.89	134.4814	-48.5729
400852783	3	1	10.20	134.5988	-48.1857
400927817	3	1	 8.25	134.6853	-50.0014
400928880	3	1	10.17	134.8364	-50.2302
400930463	3	1	 9.84	134.7924	-50.5928
401025730	3	1	 9.87	134.9954	-52.0981
401027524	3	1	 8.06	134.9217	-51.6802
401111619	3	1	 7.08	134.9389	-51.5036
401117476	3	1	10.54	134.9069	-50.1768
401120275	3	1	 5.58	135.0044	-49.5579
401120834	3	1	 8.39	134.8612	-49.4309
401126695	3	1	10.21	134.9779	-48.1195
401150960	3	1	14.81	135.1471	-48.1371
401151718	3	1	15.62	135.0297	-48.3038
401154449	3	1	 8.78	135.1545	-48.9914
401301733	3	1	 9.54	135.2408	-51.7335
401307217	3	1	 7.99	135.2620	-50.5123
401309413	3	1	10.25	135.3606	-50.0344
401407447	3	1	 9.29	135.3424	-48.8969
401417561	3	1	 8.18	135.4461	-48.7488
401419428	3	1	 9.65	135.5403	-49.2780
401478684	3	1	 5.39	135.4356	-52.1887
401520955	3	4	13.62	135.7037	-53.6289
401529004	3	1	 8.79	135.7090	-51.8469
401576950	3	1	 9.64	135.5889	-51.2650
401579077	3	1	 8.16	135.6788	-50.8257
401579596	3	1	 9.79	135.7091	-50.7196
401589681	3	1	10.87	135.6831	-48.2605
401682446	3	1	 9.90	135.9303	-48.2780
401683991	3	1	 8.48	135.8518	-48.6880
401693554	3	1	 7.76	135.7789	-51.1590
401742634	3	1	 9.35	135.8576	-51.5949
401744720	3	1	 9.50	135.8054	-52.0413
401754051	3	4	 8.04	135.9319	-53.8024
401784948	3	1	 8.12	136.0626	-51.9960
401786605	3	1	 9.29	136.0900	-51.6523
401788204	3	1	15.21	136.0201	-51.3053
401789773	3	1	 9.01	136.0882	-50.9798
401791118	3	1	14.44	136.0882	-50.6674
401847213	3	1	10.59	136.0986	-48.7737
401850604	3	1	14.11	136.1729	-47.9803
401854047	3	1	13.54	136.1993	-48.8567
401928960	3	1	13.15	136.2691	-49.8396
401928964	3	1	12.11	136.2730	-49.8404
402051444	3	1	11.01	136.3236	-51.0419
402053667	3	1	10.75	136.4584	-50.5107
402058480	3	1	11.29	136.3764	-49.3106
402058980	3	1	10.10	136.3075	-49.1623
404763926	4	3	 7.92	 84.8986	-67.0418
404768019	4	4	 9.50	 84.6440	-68.8850
404768604	4	4	12.69	 84.7699	-69.0694
404768745	4	4	11.81	 84.6540	-69.0855
404768847	4	4	11.36	 84.6781	-69.0951
404768956	4	4	12.02	 84.6904	-69.1062
404796860	4	4	11.48	 84.6771	-69.3859
404797151	4	4	10.38	 84.8720	-69.4535
404797355	4	4	11.61	 84.7453	-69.4897
404798544	4	4	11.64	 84.9170	-69.7427
404798700	4	4	13.84	 84.9170	-69.7721
404800309	4	4	11.98	 84.8432	-70.0494
404804908	4	4	10.87	 84.7637	-70.9028
404849302	4	4	 8.79	 85.1080	-69.8584
404850274	4	4	 9.22	 85.0508	-69.6680
404852071	4	4	11.76	 85.2034	-69.2809
404852080	4	4	12.82	 84.9630	-69.2777
404852096	4	4	12.72	 84.9822	-69.2739
404852431	4	4	 9.76	 85.2301	-69.1753
404853236	4	4	 8.18	 85.1865	-68.9411
404853615	4	4	10.05	 85.1894	-68.8221
404853842	4	4	 9.67	 85.0249	-68.7403
404854454	4	4	12.63	 85.2343	-68.5099
404854760	4	4	10.50	 85.2219	-68.3893
404927661	4	3	 8.92	 85.4880	-66.0920
404933493	4	4	11.14	 85.3350	-69.0854
404966400	4	4	12.26	 85.3987	-69.5996
404966425	4	4	11.98	 85.3340	-69.6064
404967301	4	4	11.15	 85.3654	-69.8010
404971384	4	4	10.82	 85.4090	-70.6586
404974043	4	4	12.41	 85.4152	-71.3323
405023420	1	4	13.34	144.8178	  6.5921
405263974	2	4	13.04	128.3323	-13.0862
405264083	2	4	 8.32	128.2661	-12.9547
405264290	2	4	 7.85	128.3356	-12.7373
405265908	2	4	10.48	128.4636	-12.9894
405294073	2	4	 9.46	128.4194	-13.3407
405294707	2	4	 9.30	128.4668	-14.0470
405294858	2	4	11.93	128.4096	-14.2011
405295816	2	4	 8.04	128.3765	-15.2036
405296701	2	4	 5.49	128.3897	-16.1096
405297025	2	4	14.67	128.3913	-16.4200
405298427	2	4	 8.14	128.4709	-17.7390
405298740	2	4	14.32	128.5091	-17.8457
405298880	2	4	 8.21	128.5903	-17.7237
405302365	2	4	13.97	128.4994	-14.2849
405302522	2	4	 9.99	128.5408	-14.1368
405302944	2	4	 8.12	128.5691	-13.6773
405302995	2	4	11.17	128.5947	-13.6153
405341822	2	4	11.35	128.5705	-12.2659
405342223	2	4	 9.64	128.6638	-12.1083
405342389	2	4	13.22	128.6943	-12.3041
405343132	2	4	12.97	128.6284	-13.1915
405343516	2	4	14.59	128.6704	-13.6340
405344271	2	4	 8.18	128.7196	-14.4577
405344544	2	4	14.31	128.6400	-14.7430
405344987	2	4	13.40	128.6620	-15.1968
405391996	2	4	 9.88	128.7857	-13.7581
405392165	2	4	10.43	128.7577	-13.5729
405392389	2	4	 9.98	128.7613	-13.3243
405392712	2	4	10.30	128.8298	-12.9085
405392947	2	4	10.87	128.8110	-12.5971
405392952	2	4	10.11	128.7587	-12.5927
405393047	2	4	11.12	128.7808	-12.4734
405394110	2	4	 8.07	128.9542	-12.7337
405394135	2	4	10.58	128.9244	-12.7682
405394992	2	4	 9.72	128.8874	-13.7844
405395892	2	4	10.05	128.9492	-14.8583
405397912	2	4	12.32	128.8655	-16.9696
405398221	2	4	12.61	128.9142	-17.2517
405418678	2	4	10.72	129.0757	-14.9568
405419185	2	4	 9.23	129.0049	-14.3817
405419986	2	4	10.28	129.0091	-13.4068
405420163	2	4	 7.52	129.0953	-13.1513
405420787	2	4	10.20	129.0338	-12.3834
405422983	1	2	 8.10	142.9953	-15.9675
405423475	1	2	11.64	143.0229	-16.9922
405423901	2	3	13.05	143.0691	-17.7908
405450340	1	2	 9.50	143.2377	-15.0844
405451015	1	2	 4.63	143.2324	-13.5168
405451209	1	2	11.25	143.1214	-13.0478
405451423	1	2	 8.19	143.2373	-12.5877
405451488	1	2	10.65	143.2075	-12.4484
405452219	1	2	 8.58	143.3207	-13.1902
405453570	1	2	10.53	143.3465	-16.1337
405454160	2	3	10.38	143.2432	-17.3434
405454246	2	3	 9.55	143.2803	-17.5354
405454705	2	3	 9.69	143.4070	-17.4748
405454806	2	3	11.16	143.4755	-17.2639
405455080	1	2	 8.81	143.4352	-16.7810
405464337	1	4	 7.55	141.6479	  6.5305
405464399	1	4	 9.12	141.7553	  7.1771
405464422	1	4	 8.61	141.7594	  7.6462
405464424	1	4	 9.96	141.5526	  7.7488
405464469	1	4	 9.15	141.5746	  8.3282
405469312	1	2	 8.20	143.4291	-14.3806
405470558	1	2	 9.24	143.5859	-12.2268
405470831	1	2	 9.32	143.5211	-12.8759
405471271	1	2	 9.50	143.5239	-13.8761
405471275	1	2	14.96	143.5817	-13.8778
405471649	1	2	 9.65	143.5848	-14.6957
405471961	1	2	 8.53	143.5529	-15.3854
405472177	1	2	 9.76	143.5736	-15.8495
405472698	1	2	13.36	143.5991	-16.9210
405472796	1	2	10.81	143.5752	-17.1133
405473897	1	2	 5.59	143.6562	-16.3758
405474471	1	2	 9.30	143.6344	-15.0370
405474763	1	2	10.48	143.6376	-14.3926
405474796	1	2	10.45	143.6918	-14.3495
405475071	1	2	10.34	143.6253	-13.7140
405484700	1	2	10.48	143.6911	-13.4793
405485082	1	2	11.73	143.7147	-12.5763
405485269	1	2	 5.99	143.7114	-12.1305
405485692	1	2	12.36	143.8060	-12.7357
405486419	1	2	12.46	143.7898	-14.4180
405487207	1	2	 8.10	143.8312	-16.2759
405487712	2	3	 9.50	143.7881	-17.3690
405647064	1	4	 6.79	141.8186	  6.2323
405799245	1	4	14.39	142.2335	  6.2764
405799268	1	4	 8.33	142.0711	  6.5204
405799308	1	4	 9.47	142.0971	  7.0064
405799328	1	4	 9.71	142.2272	  7.1486
405800792	1	4	 8.31	142.2255	  6.1863
405800794	1	4	10.66	142.1662	  6.3082
405800808	1	4	10.28	142.2655	  6.3550
405800951	1	4	 5.04	142.1214	  8.1881
405946393	1	4	10.06	142.4464	  7.0980
405947884	1	4	 9.88	142.4319	  6.7303
405947918	1	4	 8.71	142.3736	  7.2238
406139894	1	4	 9.60	142.7750	  8.0188
406139898	1	4	 8.15	142.8161	  8.0565
406141394	1	4	10.61	142.5908	  7.6666
406141411	1	4	13.31	142.8832	  7.7244
406141464	1	4	 9.53	142.7265	  8.1910
406323309	1	4	 9.02	142.9636	  7.2951
406324629	1	4	 8.62	142.9273	  6.2224
406324654	1	4	10.28	142.8987	  6.6451
406495165	1	4	 8.35	143.2019	  8.0783
406496447	1	4	10.40	143.1212	  6.8209
406496597	1	4	10.17	143.1661	  7.8730
406496622	1	4	 8.63	143.2388	  8.1735
406683433	1	4	 9.12	143.4999	  6.4983
406683440	1	4	 9.49	143.6138	  6.6200
406865684	1	4	14.17	143.8234	  6.2111
406865755	1	4	 8.22	143.8615	  6.7596
406867207	1	4	10.68	143.8918	  6.6248
406867243	1	4	 9.66	143.6465	  7.2703
406867321	1	4	13.36	143.7703	  7.9440
407048413	1	4	 7.57	144.1400	  7.1223
407229678	1	4	 4.21	144.3024	  6.8358
407616185	4	4	11.86	 69.3869	-73.1408
407621011	4	4	12.33	 69.3593	-75.9022
407621029	4	4	10.53	 69.4396	-75.9918
407621049	4	4	10.45	 69.4622	-76.0534
407621267	4	4	 9.13	 69.4623	-77.0808
407621305	4	4	12.82	 69.3383	-77.2631
407621351	4	4	13.67	 69.2715	-77.4487
407621706	4	4	10.41	 70.8271	-76.7505
407621805	4	4	 7.37	 71.0236	-76.3050
407621918	4	4	10.76	 70.8467	-75.8967
407623738	4	4	 8.91	 70.8747	-72.0036
407633113	4	4	11.14	 82.2372	-76.7713
407633545	4	4	12.02	 82.2248	-75.9520
407661867	4	4	 8.24	 83.0771	-72.8325
407661994	4	4	11.35	 83.0431	-73.0053
407662059	4	4	10.03	 83.1574	-73.0836
407662145	4	4	11.50	 83.0111	-73.2203
407662400	4	4	11.02	 83.0844	-73.6022
407662670	4	4	12.50	 83.1746	-74.0986
407662961	4	4	 9.86	 83.1274	-74.6908
407663641	4	4	10.21	 83.0230	-76.6188
408305897	2	3	13.55	144.7357	-22.8298
408307172	2	3	 8.03	144.6845	-20.5153
408308032	2	3	11.08	144.7440	-18.8289
408308371	2	3	12.26	144.7845	-18.0918
408308551	2	3	12.53	144.8403	-18.1370
408308657	2	3	 8.17	144.8372	-18.3116
408308838	2	3	 9.56	144.8260	-18.6710
408309023	2	3	 9.40	144.8752	-19.0846
408310006	2	3	 8.85	144.8751	-20.9824
408310134	2	3	 9.47	144.8473	-21.2504
408310588	2	3	 9.47	144.8186	-22.0861
408310808	2	3	10.60	144.8805	-22.4290
408311964	2	3	 9.86	145.0420	-23.5259
408350166	2	3	12.80	145.0100	-22.4904
408350496	2	3	10.35	144.9937	-21.9101
408350711	2	3	 9.53	144.9640	-21.5715
408351649	2	3	 9.18	145.0207	-19.8169
408351779	2	3	 8.45	144.9507	-19.5541
408351795	2	3	10.58	145.0483	-19.5218
408351887	2	3	11.66	144.9906	-19.3281
408352104	2	3	 8.85	144.9645	-18.9360
408352893	2	3	 8.00	145.1583	-18.4857
408354939	2	3	13.00	145.1273	-22.3691
408355172	2	3	 9.06	145.0707	-22.7687
408355281	2	3	10.70	145.0580	-22.9479
408355308	2	3	14.04	145.1524	-22.9807
408356929	2	3	 9.83	145.2340	-22.0848
408378905	2	3	12.26	145.1966	-18.3510
408379362	2	3	 7.26	145.3732	-18.4834
408380067	2	3	 9.86	145.4221	-19.8900
408381079	2	3	 8.39	145.3667	-21.7914
408381599	2	3	12.76	145.3302	-22.8277
408382023	2	3	 4.87	145.3206	-23.5915
408382098	2	3	10.43	145.4156	-23.7232
408382222	2	3	 9.29	145.4047	-23.9496
408382363	2	3	 7.51	145.5344	-23.7090
408382577	2	3	13.55	145.5015	-23.3253
408382624	2	3	 8.63	145.4607	-23.2376
408382882	2	3	10.56	145.5556	-22.7594
408414768	2	3	 8.07	145.5013	-20.9194
408414988	2	3	10.85	145.4651	-20.4653
408415820	2	3	10.47	145.4825	-18.6477
408416746	2	3	 9.68	145.6459	-19.2360
408417041	2	3	10.94	145.6724	-19.8796
408417676	2	3	 7.69	145.6151	-21.1347
408417983	2	3	12.00	145.5694	-21.7129
408418296	2	3	 9.53	145.6246	-22.3141
409693933	2	4	13.19	126.0042	-14.2877
409735202	2	4	10.46	126.1933	-14.0707
409736562	2	4	 6.59	126.2429	-15.2940
409738722	2	4	14.54	126.1499	-17.1963
409738977	2	4	11.60	126.1412	-17.4232
409790338	2	4	13.15	126.2515	-14.2526
409795297	2	4	13.96	126.4650	-14.6893
409795532	2	4	 5.82	126.4816	-14.9295
409796089	2	4	 8.22	126.4488	-15.4302
409818159	2	4	 5.21	126.4140	-17.4394
409818684	2	4	11.80	126.4773	-17.8417
409818778	2	4	11.88	126.4177	-17.9424
409819640	2	4	 8.12	126.5584	-17.2085
409821003	2	4	12.19	126.5823	-16.0658
409825746	2	4	 4.57	126.6743	-12.5348
409827193	2	4	 8.13	126.6938	-14.0581
409873847	2	4	12.39	126.6290	-16.1709
409898155	2	4	 8.01	126.9002	-15.9583
409900613	1	2	13.08	144.8924	-17.5989
409901306	1	2	 8.04	144.8758	-15.9617
409901367	1	2	10.62	144.8559	-15.8284
409901798	1	2	 9.95	144.8881	-14.8104
409902096	1	2	10.24	144.9353	-14.0212
409902207	1	2	 9.64	144.9725	-13.6876
409940647	1	2	10.10	144.8712	-12.4603
409941263	1	2	 6.60	145.0111	-12.9973
409941771	1	2	 5.24	145.0763	-14.3324
409942621	1	2	10.18	144.9761	-16.3569
409942702	1	2	 9.36	145.0621	-16.5546
409942986	1	2	 8.29	145.0099	-17.1647
409943019	1	2	10.30	145.0966	-17.2480
409943021	1	2	 8.22	145.0231	-17.2515
409945014	1	2	 9.73	145.1719	-13.8916
409945731	1	2	 8.18	145.2027	-11.9387
409945931	1	2	 8.18	145.3372	-12.3085
409970024	1	2	12.53	145.2242	-13.2261
409970312	1	2	10.07	145.3006	-13.9538
409970522	1	2	10.13	145.2830	-14.4942
409970920	1	2	 9.57	145.2873	-15.1945
409972125	1	2	 9.64	145.2301	-16.4603
409972373	1	2	10.22	145.3418	-16.7678
409972607	1	2	13.03	145.2402	-16.9969
409973239	1	2	 9.79	145.2475	-17.6342
409973553	2	3	 8.15	145.3938	-17.8867
409980605	1	2	10.29	145.5438	-13.6962
410006873	1	2	 9.56	145.5322	-15.0358
410007055	1	2	15.36	145.4843	-15.5373
410007261	1	2	 8.08	145.5728	-15.9965
410008180	1	2	 9.53	145.6854	-17.7307
410008211	1	2	 9.41	145.6728	-17.6611
410008454	1	2	11.03	145.6959	-17.0956
410009344	1	2	 7.77	145.6350	-15.0206
410009362	1	2	 8.06	145.6211	-14.9884
410009384	1	2	 9.37	145.6291	-14.9365
410009499	1	2	 9.47	145.6671	-14.6586
410009772	1	2	 7.84	145.6407	-13.9789
410011615	1	2	 9.77	145.7612	-14.8898
410012188	1	2	10.77	145.7555	-16.2367
410038602	1	2	11.72	145.7616	-17.1211
410094645	2	4	12.34	133.2589	-22.1982
410094763	2	4	12.43	133.2923	-22.0623
410094877	2	4	14.21	133.3123	-21.9168
410096279	2	4	10.73	133.2957	-20.2888
410097558	2	4	 9.64	133.2765	-18.6437
410122600	2	4	 9.20	133.2233	-18.3719
410122607	2	4	10.01	133.3015	-18.3565
410123051	2	4	13.11	133.3398	-18.0822
410126425	2	4	14.46	133.3950	-22.0233
410127359	2	4	 7.92	133.3453	-22.9930
410127392	2	4	 8.13	133.4064	-23.0324
410129740	2	4	12.83	133.5191	-22.5468
410130356	2	4	13.33	133.4552	-21.9081
410131190	2	4	 8.47	133.4532	-20.9927
410131380	2	4	10.19	133.4842	-20.7958
410131632	2	4	10.05	133.5674	-20.5045
410157240	2	4	13.44	133.5553	-20.1798
410160241	2	4	13.59	133.6405	-19.4112
410160544	2	4	10.55	133.6153	-19.7782
410160721	2	4	10.39	133.6744	-19.9793
410160822	2	4	13.63	133.5924	-20.0928
410163387	2	4	 9.46	133.6073	-22.9501
410203048	2	4	14.48	133.7431	-21.6077
410203573	2	4	10.44	133.7526	-21.0127
410204847	2	4	 9.51	133.7774	-19.4896
410205094	2	4	12.55	133.7676	-19.1682
410205387	2	4	 6.54	133.7443	-18.8120
410205800	2	4	 5.36	133.8109	-18.2568
410205809	2	4	 4.70	133.8019	-18.2412
410206243	2	4	10.37	133.8357	-18.1744
410206817	2	4	14.80	133.8810	-18.9103
410207069	2	4	 5.67	133.9325	-19.2244
410207300	2	4	11.33	133.8731	-19.5611
410208085	2	4	 8.90	133.8800	-20.4722
410209195	2	4	 8.14	133.8468	-21.7455
410211252	2	4	10.76	133.8309	-23.8705
410211461	2	4	 6.26	133.9827	-23.8180
410242957	2	4	12.73	134.0711	-23.4490
410243481	2	4	11.24	134.0105	-22.9521
410244821	2	4	 8.96	133.9575	-21.5884
410244932	2	4	12.90	134.0045	-21.4501
410245402	2	4	10.26	133.9802	-20.8985
410245421	2	4	 9.12	134.0195	-20.8669
410245915	2	4	10.21	133.9649	-20.2748
410246778	2	4	10.18	134.0396	-19.1387
410247251	2	4	14.31	134.0639	-18.4913
410248869	2	4	 9.04	134.1165	-19.5020
410249382	2	4	 9.35	134.1967	-20.1583
410249388	2	4	 9.22	134.1972	-20.1609
410249565	2	4	10.69	134.1641	-20.3668
410250712	2	4	13.16	134.1476	-21.6763
410251077	2	4	13.54	134.0822	-22.0568
410301282	1	2	 8.02	149.9343	-18.6650
410321067	1	2	 9.15	150.1546	-18.1152
410420473	4	1	11.68	117.8619	-65.7513
410420667	4	1	11.76	117.9554	-65.4969
410446722	4	1	11.27	117.8869	-64.3131
410446733	4	1	 7.31	118.0304	-64.2941
410447919	4	1	 8.48	117.9621	-62.9087
410448930	4	1	 9.29	118.0791	-61.7161
410449756	3	4	10.08	118.0579	-60.8858
410449780	3	4	12.40	117.9182	-60.8627
410449843	3	4	 8.07	118.0378	-60.8032
410450087	3	4	11.14	118.0700	-60.5472
410450213	3	4	12.34	118.0426	-60.4250
410450228	3	4	10.66	117.8949	-60.4124
410450260	3	4	 9.24	117.9884	-60.3843
410450427	3	4	11.64	117.9523	-60.2337
410450432	3	4	11.05	117.9058	-60.2293
410450507	3	4	10.15	117.9648	-60.1588
410450692	3	4	10.65	117.9633	-59.9817
410450723	3	4	11.09	118.0528	-59.9437
410450824	3	4	 9.50	119.9597	-59.9670
410451090	3	4	 6.34	119.9169	-60.2073
410451223	3	4	12.59	119.7925	-60.3325
410451312	3	4	10.52	120.0281	-60.4190
410451316	3	4	12.79	119.8788	-60.4212
410451324	3	4	 9.96	119.8368	-60.4246
410451502	3	4	 3.50	119.9064	-60.5870
410451596	3	4	 9.99	120.0319	-60.6831
410451677	3	4	 8.37	119.9908	-60.7467
410451699	3	4	11.45	120.0203	-60.7553
410451722	3	4	 9.64	120.0157	-60.7722
410451725	3	4	13.46	119.8398	-60.7792
410451744	3	4	 9.25	119.8469	-60.7922
410451752	3	4	 9.56	119.8644	-60.7964
410451794	3	4	11.07	119.9859	-60.8245
410451858	3	4	 9.80	119.8140	-60.8680
410451974	3	4	10.59	119.8315	-60.9756
410452044	3	4	10.04	120.0305	-61.0308
410452089	3	4	13.18	119.8705	-61.0779
410452218	3	4	10.56	119.9147	-61.1944
410452496	3	4	 9.26	119.9852	-61.4691
410452768	3	4	10.71	119.7891	-61.7436
410453857	4	1	10.61	119.8886	-62.8914
410486022	4	1	 9.34	120.0228	-63.4882
410486078	4	1	 9.14	119.8502	-63.5534
410486289	4	1	 9.69	119.9775	-63.8073
410487677	4	1	 8.46	119.8917	-65.4358
410488062	4	1	 9.34	119.8422	-65.9740
410868778	3	3	10.40	107.0743	-53.6559
410868831	3	3	10.81	107.0899	-53.5709
410869522	3	3	 9.71	106.9791	-52.4868
410869867	3	3	 8.58	107.0089	-51.9570
410870218	3	3	10.09	107.0483	-51.4326
410870862	3	3	10.62	107.0250	-50.5765
410871222	3	3	 7.17	107.0942	-50.1006
410898842	3	3	 9.56	107.0295	-49.1187
410898932	3	3	14.98	106.9720	-49.0140
410900045	3	3	10.81	107.2034	-48.1340
410900260	3	3	10.69	107.2328	-48.4140
410900323	3	3	 9.53	107.1617	-48.5093
410900691	3	3	 8.01	107.1553	-48.9448
410900740	3	3	11.07	107.2540	-49.0153
410900842	3	3	 9.91	107.1703	-49.1586
410902106	3	3	10.54	107.1160	-50.7417
410903451	3	3	13.03	107.1550	-52.5708
410903516	3	3	 8.65	107.2401	-52.6616
410904235	3	3	10.71	107.1903	-53.7869
410904285	3	3	 9.66	107.2212	-53.8555
410904314	3	3	 9.81	107.1217	-53.9387
412895789	2	4	 8.04	126.9792	-20.1947
412899511	2	4	12.08	127.0790	-18.6897
412900507	2	4	12.03	127.1541	-19.5228
412903492	2	4	13.13	127.0786	-21.6185
412955233	2	4	11.46	127.1838	-22.6496
412965297	2	4	12.22	127.3099	-18.1082
413017809	2	4	14.16	127.4252	-18.7138
413020657	2	4	 8.43	127.3167	-21.0410
413024324	2	4	13.85	127.3992	-23.5436
413025227	2	4	13.24	127.4522	-23.7465
413025550	2	4	 8.12	127.4708	-23.5393
413065849	2	4	15.04	127.5602	-21.4032
413066363	2	4	13.52	127.5155	-21.0453
413066580	2	4	 5.37	127.5488	-20.8989
413071951	2	4	 8.71	127.6794	-19.3604
413095191	2	4	13.44	127.5841	-23.6382
413100191	2	4	14.41	127.7872	-20.7031
413103252	2	4	 8.12	127.7053	-18.1052
413161731	2	4	 5.49	127.8786	-19.5775
413162396	2	4	11.27	127.9197	-20.1132
413162448	2	4	 8.49	127.8678	-20.1671
413168449	2	3	10.85	143.5482	-23.0753
413169115	2	3	 9.50	143.5384	-21.8531
413169327	2	3	 9.14	143.5607	-21.4931
413169417	2	3	10.12	143.5309	-21.2962
413170503	2	3	 8.34	143.5433	-19.0326
413170772	2	3	12.90	143.5975	-18.4652
413200338	2	3	 9.64	143.7223	-18.4344
413200821	2	3	 8.97	143.7089	-19.3870
413201748	2	3	 7.92	143.6745	-21.1017
413202609	2	3	14.50	143.6539	-22.6432
413202853	2	3	 9.58	143.7673	-23.0943
413203447	2	3	 7.83	143.8000	-23.8440
413203684	2	3	 8.67	143.8273	-23.4469
413203853	2	3	 8.14	143.8305	-23.1686
413203923	2	3	 8.68	143.7894	-23.0436
413204918	2	3	10.49	143.8868	-21.3569
413205824	2	3	10.38	143.8292	-19.6348
413205850	2	3	 6.29	143.8907	-19.5836
413206784	2	3	12.43	143.9891	-18.1775
413206819	2	3	15.84	143.9070	-18.2499
413248327	2	3	10.51	143.9442	-20.8416
413248416	2	3	 8.38	143.9154	-21.0041
413248763	2	3	 8.73	144.0076	-21.6661
413248922	2	3	 7.30	143.9474	-21.9470
413248969	2	3	12.70	144.0118	-22.0382
413252582	2	3	 9.66	144.1078	-22.6690
413252895	2	3	 8.13	144.1354	-22.4295
413253402	2	3	 7.12	144.0677	-21.9972
413254507	2	3	10.10	144.0806	-21.0296
413255262	2	3	 9.23	144.0671	-20.3925
413257025	2	3	 8.11	144.0689	-18.6388
413257559	2	3	10.31	144.0670	-18.1414
413273507	2	3	11.63	144.2169	-19.8631
413273724	2	3	10.04	144.2540	-20.2432
413273928	2	3	 9.37	144.2729	-20.5891
413274373	2	3	 8.07	144.2790	-21.4002
413274873	2	3	 9.67	144.2283	-22.2876
413274947	2	3	10.96	144.2511	-22.3860
413274981	2	3	10.09	144.2732	-22.4488
413275181	2	3	 9.84	144.1903	-22.7927
413276047	2	3	 9.28	144.3387	-23.6852
413276333	2	3	 8.34	144.4060	-23.2331
413277709	2	3	10.38	144.3968	-20.7910
413278712	2	3	13.44	144.2887	-18.7856
413278783	2	3	 9.51	144.3824	-18.6223
413279068	2	3	 9.95	144.3863	-17.9836
413298649	2	3	 8.94	144.5025	-21.6354
415344057	2	4	11.99	130.5970	-19.1094
415345299	2	4	11.38	130.6884	-17.9590
415347193	2	4	 8.79	130.6938	-19.8037
415393005	2	4	14.18	130.6930	-23.7066
415397343	2	4	13.01	130.8838	-21.5928
415405561	2	4	12.62	130.9445	-19.3894
415429882	2	4	14.74	130.9419	-22.2085
415434008	2	4	 9.48	131.0459	-22.4984
415434208	2	4	12.88	131.0864	-22.3182
415434388	2	4	14.10	131.0786	-22.1654
415434817	2	4	10.06	131.0930	-21.7867
415435961	2	4	 8.26	131.0899	-20.8336
415436208	2	4	13.65	131.1451	-20.6304
415437234	2	4	 9.55	131.1185	-19.7028
415497471	2	4	12.86	131.0585	-18.9282
415498673	2	4	 9.83	131.2564	-18.1093
415498736	2	4	10.07	131.1872	-18.1735
415499721	2	4	10.98	131.2644	-19.1508
415501969	2	4	 5.94	131.2297	-21.1678
415502505	2	4	12.14	131.2316	-21.6353
415503287	2	4	 5.48	131.1949	-22.2981
415503796	2	4	 9.53	131.1951	-22.7088
415505172	2	4	 5.43	131.1731	-23.7887
415528958	2	4	11.54	131.3942	-21.9671
415531522	2	4	12.80	131.3788	-19.7032
415533543	2	4	10.56	131.4203	-18.1603
415538914	2	4	11.87	131.4850	-22.9263
415567484	2	3	 7.39	147.2069	-22.0189
415567635	2	3	10.02	147.1493	-21.7720
415568932	2	3	 9.44	147.1141	-19.2247
415569090	2	3	 9.57	147.1162	-18.8974
415570382	2	3	 7.56	147.2774	-19.6467
